Date,CPI.YOY.Index,CPI.XYOY.Index,CPI.CHNG.Index,PCE.CMOM.Index,PCE.CYOY.Index,SMASCORE.Index,SICPIYOY.Index,SICPIMOM.Index,GDP.CQOQ.Index,SGDPQOQ.Index
2021-12-31,7,5.5,0.7,0.59,5.21455,2.1,4,0.5,7,7.7
2022-01-31,7.5,6,0.6,0.5,5.35844,2.4,4,0,,
2022-02-28,7.9,6.4,0.7,0.44,5.60277,2.2,4.3,0.9,,
2022-03-31,8.5,6.5,1,0.4,5.59322,2.9,5.4,1.2,-1,6.7
2022-04-30,8.3,6.2,0.4,0.35,5.34502,3.3,5.4,-0.1,,
2022-05-31,8.6,6,0.9,0.35,5.18414,3.6,5.6,1,,
2022-06-30,9.1,5.9,1.3,0.59,5.31569,4.4,6.7,1,0.6,1.9
2022-07-31,8.5,5.9,0,0.22,5.10737,4.8,7.1,0.1,,
2022-08-31,8.3,6.3,0.1,0.57,5.36245,5.1,7.5,0.9,,
2022-09-30,8.2,6.6,0.4,0.44,5.60648,5.3,7.5,0.4,2.9,1.9
2022-10-31,7.7,6.3,0.5,0.36,5.45976,5.1,6.8,-0.4,,
2022-11-30,7.1,6,0.2,0.29,5.20809,5.1,6.7,1,,
2022-12-31,6.5,5.7,0,0.35,4.96689,5.1,6.5,0.2,2.8,0.2
2023-01-31,6.4,5.6,0.6,0.47,4.93766,5.6,6.6,0.2,,
2023-02-28,6,5.5,0.3,0.36,4.8556,5.5,6.3,0.6,,
2023-03-31,5,5.6,0.1,0.33,4.78329,5.1,5.5,0.5,2.9,-0.2
2023-04-30,4.9,5.5,0.4,0.35,4.78964,5,5.8,0.1,,
2023-05-31,4,5.3,0.2,0.29,4.73162,4.7,5.1,0.3,,
2023-06-30,3,4.8,0.3,0.26,4.38379,4.2,4.5,0.5,2.5,3.7
2023-07-31,3.2,4.7,0.2,0.14,4.29913,3.8,4.1,-0.2,,
2023-08-31,3.7,4.3,0.5,0.11,3.82821,3.4,4.1,0.9,,
2023-09-30,3.7,4.1,0.4,0.31,3.68777,3.1,4.1,0.5,4.7,3.7
2023-10-31,3.2,4,0.1,0.15,3.47406,3.3,4.8,0.2,,
2023-11-30,3.1,4,0.1,0.11,3.29074,3.2,3.6,-0.2,,
2023-12-31,3.4,3.9,0.2,0.18,3.11239,3.3,3.8,0.4,3.4,4.8
2024-01-31,3.1,3.9,0.3,0.52,3.15902,3.3,3.1,-0.4,,
2024-02-29,3.2,3.8,0.4,0.26,3.05947,3.6,3.6,1,,
2024-03-31,3.5,3.8,0.3,0.39,3.12217,3.2,3,0,0.8,1.1
2024-04-30,3.4,3.6,0.3,0.24,3.00672,3.1,2.6,-0.3,,
2024-05-31,3.3,3.4,0,0.06,2.77118,3.1,3.1,0.8,,
2024-06-30,3,3.3,0,0.24,2.75316,2.9,2.5,-0.1,3.6,4.5
2024-07-31,2.9,3.2,0.1,0.19,2.80622,2.6,2.5,-0.3,,
2024-08-31,2.5,3.2,0.2,0.18,2.87328,2.7,2.2,0.6,,
2024-09-30,2.4,3.3,0.2,0.27,2.83863,2.8,1.9,0.2,3.3,12.5
2024-10-31,2.6,3.3,0.2,0.3,2.98651,2.1,1.2,-0.5,,
2024-11-30,2.7,3.3,0.3,0.1,2.98071,1.9,1.6,0.3,,
2024-12-31,2.9,3.2,0.4,0.19,2.98859,1.7,1.5,0.3,1.9,2
2025-01-31,3,3.3,0.5,0.31,2.78013,0.8,1.2,-0.7,,
2025-02-28,2.8,3.1,0.2,0.45,2.96864,0.6,0.9,0.8,,
2025-03-31,2.4,2.8,-0.1,0.1,2.67029,0.5,0.9,-0.1,-0.6,-1.9
2025-04-30,2.3,2.8,0.2,0.19,2.61479,0.7,0.9,-0.3,,
2025-05-31,2.4,2.8,0.1,0.23,2.78388,0.6,0.8,0.7,,
2025-06-30,2.7,2.9,0.3,0.26,2.80737,0.6,0.8,-0.1,3.8,5.8
2025-07-31,2.7,3.1,0.2,0.24,2.85328,0.5,0.6,-0.4,,
2025-08-31,2.9,3.1,0.4,0.23,2.90511,0.3,0.5,0.5,,
2025-09-30,3,3,0.3,,,0.4,0.7,0.4,,
